opportunity_id,original_sheet_name,original_row_number,company_id,company_name,program_name,program_type,city,region,work_mode,duration,compensation,application_method,application_window,open_window_type,degree_tags,eligible_majors,role_clusters,technical_skills,skills_list,tools_list,requirements,eligibility_summary,required_documents,interview_required,interview_mode,interview_stages,source_url,source_domain,source_type,verified_opportunity,verified_coopintern,verification_level,evidence_summary,last_verified_date,data_quality_notes,AI_Fit,CS_Fit,CYS_Fit,CIS_Fit,Data_Eng_Fit,Computer_Eng_Fit,Fintech_Fit,Data_Science_Fit,AI_Fit_Num,CS_Fit_Num,CYS_Fit_Num,CIS_Fit_Num,Data_Eng_Fit_Num,Computer_Eng_Fit_Num,Fintech_Fit_Num,Data_Science_Fit_Num,inferred_role_cluster,inferred_interests,inferred_skills,required_skills,preferred_skills
11,Companies,12,1,Bank Albilad,Cooperative & Summer Training Program,COOP,Saudi Arabia,Saudi Arabia,In person,Not stated,Not stated,Apply via Bank Albilad / HRDF link (see page),Not stated,Not stated,CIS;CS;Fintech,CIS;CS;Fintech,Not stated,Not stated,ITSM; Networking Fundamentals; troubleshooting; ITIL,Linux; Windows,National ID copy; CV; university/school letter or latest transcript.,Saudi; high school or university; age ≥17 (per page).,National ID copy; CV; university/school letter or latest transcript.,No,Not stated,Not stated.,https://www.bankalbilad.com/en/about/pages/training.aspx,bankalbilad.com,High,Yes,Yes,Company Official,Bank Albilad page explicitly mentions Cooperative and Summer Training Program + eligibility + required documents.,46084,Interview not stated → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,Network Security,Cybersecurity; Cloud / DevOps; FinTech; Software Development; Data Science,networking; network security; cybersecurity; linux; cloud; sql; python; api; data analysis,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis
12,Companies,13,1,Tamara,Tamara Builders Program,COOP,Riyadh,Riyadh Region,In person,Not stated (track-based),Top-of-market compensation package mentioned,Apply via Tamara Builders openings,Two cohorts (Jan and Jun 2026) mentioned on program page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Software Engineering,Not stated,Backlog management; discovery; prioritization; Agile/Scrum; stakeholder communication,Not stated,Not stated (typical: CV; portfolio for design/engineering).,Undergraduate track offers co-op/internship; graduate track for recent grads (per page).,Not stated (typical: CV; portfolio for design/engineering).,No,Not stated,Not stated.,https://www.tamara.com/en-sa/careers/builders,tamara.com,High,Yes,Yes,Company Official,Tamara Builders Program page explicitly mentions co-op training and internship opportunities.,2026-02-23,Interview steps not on program page → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: Skills_List backfilled from Role_Certs core skills (not necessarily required).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,Backend Engineering,FinTech; Software Development; Data Science; Cybersecurity,sql; python; api; cybersecurity; data analysis,python; apis; sql; git,docker; testing; cloud; rest apis
13,Companies,14,1,Bupa Arabia,Cooperative Training Program,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via Bupa careers portal,Not stated,Not stated,CIS;CS;Fintech,CIS;CS;Fintech,Not stated,Not stated,GRC; ITIL,Linux; Windows,Not stated (typical: CV; transcript; university letter).,Minimum GPA (4.5/5 or 3.5/4); English proficiency; business interview (per page).,Not stated (typical: CV; transcript; university letter).,Yes,In person,Business interview (stated).,https://careers.bupa.com.sa/ar/page/the-cooperative-training-program/,careers.bupa.com.sa,High,Yes,Yes,Company Official,"Bupa Arabia Cooperative Training Program page lists locations, majors, and trainee criteria.",46084,Interview explicitly stated as business interview. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
14,Companies,15,1,Saudi Exports (Saudi Export Development Authority),COOP & Summer Training (FAQ-confirmed),COOP,Saudi Arabia,Saudi Arabia,In person,Not stated,Not stated,Not stated (handled via universities),Not stated,Not stated,CIS;CS,CIS;CS,Not stated,Not stated,ITIL,Not stated,Not stated.,Students via cooperation with Saudi universities/colleges (per FAQ).,Not stated.,No,Not stated,Not stated.,https://www.saudiexports.gov.sa/ar/FAQ/Pages/FAQ0054.aspx,saudiexports.gov.sa,High,Yes,Yes,Government Official,Official FAQ explicitly confirms offering COOP and summer training opportunities.,46084,FAQ confirms training exists but does not specify selection steps. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
15,Companies,16,1,Local Content and Government Procurement Authority (LCGPA),COOP Training (role posting),COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via careers portal (posting expired),Not stated,Not stated,CIS;CS,CIS;CS,Not stated,Not stated,GRC; ITIL,Linux; Windows,Not listed in snippet.,Saudi; bachelor degree; student/intern level (per posting).,Not listed in snippet.,No,Not stated,Not stated.,https://careers.lcgpa.gov.sa/ar/saudi-arabia/jobs/%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%AA%D8%B9%D8%A7%D9%88%D9%86%D9%8A-%D8%AA%D8%AE%D8%B5%D8%B5-%D9%87%D9%86%D8%AF%D8%B3%D8%A9-%D8%B5%D9%86%D8%A7%D8%B9%D9%8A%D8%A9-1100067611/,careers.lcgpa.gov.sa,High,Yes,Yes,Government Official,Official careers listing for a COOP training role (expired but explicit).,46084,Posting is expired; still valid as evidence of COOP program existence. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
16,Companies,17,1,McKinsey & Company (Maqdira),Maqdira Fellowship Program,COOP,Riyadh,Riyadh Region,In person,7 months,Not stated,Apply via McKinsey careers / Maqdira application,Not stated,Not stated,AI;CIS;CS;Fintech,AI;CIS;CS;Fintech,Not stated,Problem solving; analysis; communication.,Data analysis,Power BI,"Not fully listed on overview page (typical: CV, transcript).",Saudi undergraduates; meritocratic selection; partner universities; 7-month internship as part of graduation program.,"Not fully listed on overview page (typical: CV, transcript).",No,Not stated,Selection process described as meritocratic; specific interview stages not listed on overview.,https://www.mckinsey.com/middle-east/the-maqdira-program/overview,mckinsey.com,High,Yes,Yes,Company Official,McKinsey page explicitly describes Maqdira as a cooperative (co-op) internship and 7-month program.,46084,Interview stages not specified on overview → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills.,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
17,Companies,18,1,Boston Consulting Group (BCG),Visiting Associate Internship (Riyadh),COOP,Riyadh,Riyadh Region,In person,4–7 months,Paid (competitively) (stated on page),Apply via BCG careers portal,Apply 5–6 months before COOP start; multiple start dates listed,Not stated,AI;CIS;CS;Fintech,AI;CIS;CS;Fintech,Not stated,Analytical problem solving; communication.,Analytical problem solving,Not stated,CV/Resume; transcript; (cover letter often requested in consulting).,Saudi university students (graduation years vary by cohort; see page).,CV/Resume; transcript; (cover letter often requested in consulting).,No,Not stated,Not fully detailed on page excerpt; consulting internships typically include case interviews.,https://careers.bcg.com/locations/saudi-arabia/visiting-associate,careers.bcg.com,High,Yes,Yes,Company Official,BCG Riyadh Visiting Associate internship page (paid 4–7 months) with COOP timing guidance.,46089,Interview stages not detailed on page excerpt → Interview=No; mode set Remote due to likely online steps. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: cert suggestions from Role_Certs mapping.,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,Cybersecurity,Cybersecurity,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring
18,Companies,19,1,Bain & Company,COOP Training Program (Riyadh),COOP,Riyadh,Riyadh Region,In person,4–7 months,Paid; monthly salary + health insurance (stated on page),Apply via Bain portal,"Example: June 2026 cycle open; deadline Feb 9, 2026 (see page)",Not stated,AI;CIS;CS;Fintech,AI;CIS;CS;Fintech,Not stated,Research; analysis; case interview skills.,case interview skills; Research,Not stated,Resume/CV; cover letter; transcript (stated).,Saudi nationals enrolled in KSA schools with COOP required before graduation.,Resume/CV; cover letter; transcript (stated).,Yes,In person,Round 1: behavioral + case + market sizing; Final round: two case interviews (stated).,https://www.bain.com/careers/work-with-us/internships-programs/coop/,bain.com,High,Yes,Yes,Company Official,"Bain official COOP Training Program page for Riyadh includes requirements, length, interview process and confirms paid.",46084,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
19,Companies,20,1,Amazon Web Services (AWS),IT/Computer Hardware Internship (Intern-to-FTE Pathway),Internship,Riyadh,Riyadh Region,In person,12 weeks,Not stated,Apply via Amazon.jobs,Start dates flexible Apr–Oct 2026 (stated),Open (as of 2026-03-08),CIS;CS,CIS;CS,Networking,Hardware troubleshooting; ticketing; basic Linux and networking (preferred).,Hardware troubleshooting; Networking Fundamentals; ticketing; Troubleshooting; ITIL; Linux; Networking,Linux; Ticketing system,Not listed; typical Amazon application requires resume/CV.,Final-year students graduating 2026 or recent 2025 grads in IT/related; must commit full-time 12 weeks; onsite daily in Riyadh data centers.,Not listed; typical Amazon application requires resume/CV.,No,Not stated,"Pre-hire steps not detailed on excerpt (Amazon hiring typically includes online assessments and interviews, but not stated here).",https://www.amazon.jobs/en/jobs/3177637/information-technology-computer-hardware-internship-2026-intern-to-full-time-pathway-saudi-arabia-aws,amazon.jobs,High,Yes,Yes,Company Official,Amazon.jobs internship posting explicitly for Saudi Arabia AWS; 12-week; onsite; intern-to-full-time pathway.,46089,Interview steps not stated in posting excerpt → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped. | Pass28: Amazon.jobs page shows Apply now (observed 2026-03-08),Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
20,Companies,21,1,Amazon Web Services (AWS) - Associate Solutions Architect Intern,Associate Solutions Architect Intern (2026),Internship,Riyadh,Riyadh Region,In person,6 months (starts Sep 2026 per posting),Not stated,Apply via Amazon.jobs,Not stated,Open (as of 2026-03-08),CIS;CS,CIS;CS,Cloud,System design basics; programming; networking fundamentals; AWS Well-Architected concepts.,Networking Fundamentals; programming; System design basics; Cloud Computing; Networking; cloud computing; solutions architecture; AWS Well-Architected Framework; customer requirements analysis; presentation/communication,AWS; Python; Java; C++; JavaScript; Linux; Windows,Resume/CV (typical).,Saudi nationals; final year or graduated 2025; programming language experience; must work from Riyadh hub (stated).,Resume/CV (typical).,No,Not stated,Not stated in excerpt.,https://amazon.jobs/en/jobs/3154195/associate-solutions-architect-intern-2026,amazon.jobs,High,Yes,Yes,Company Official,Amazon.jobs internship posting includes Saudi nationality requirement and Riyadh hub.,46089,Interview steps not stated → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. Pass26: skills normalized/deduped. | Pass28: Amazon.jobs page shows Apply now; start Sep 2026; 6-month internship (observed 2026-03-08),Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud; soc; siem; penetration testing; incident response; vulnerability assessment,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
21,Companies,22,1,Google (Saudi Arabia),Google Careers (Saudi location filter),Employee,Riyadh,Riyadh Region,Hybrid,Not stated,Not stated,Apply via Google Careers,Not stated,Not stated,AI;CIS;CS;CYS,AI;CIS;CS;CYS,Cloud,Role-dependent.,Cloud Computing,Docker; Kubernetes; Linux; Terraform,Resume/CV (typical).,Role-dependent (see individual postings).,Resume/CV (typical).,No,Not stated,Not stated on search results page.,https://www.google.com/about/careers/applications/jobs/results?location=Saudi+Arabia,google.com,High,Yes,No,Company Official,"Google Careers search results show roles located in Riyadh, Saudi Arabia (employee hiring).",46089,Verified for employee hiring in KSA; internship/COOP not proven on this source. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills extracted from existing text fields.,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
22,Companies,23,1,BlackRock,Client & Product Summer Internship Programme (EMEA) - includes Riyadh,Internship,Riyadh,Riyadh Region,In person,8 weeks (June–Aug),Not stated,Apply via BlackRock careers,"Deadline for Riyadh listed on posting (e.g., 1 Dec 2025) and rolling review",Not stated,CIS;CS;Fintech,CIS;CS;Fintech,Not stated,Not stated,dashboards; modeling; SQL; Data analysis,Power BI,Resume/CV (typical).,Penultimate year; graduating 2027 (stated).,Resume/CV (typical).,Yes,In person,Pre-interview assessment required within 5 days after application (stated).,https://careers.blackrock.com/en/job/london/2026-client-and-product-summer-internship-programme-emea/45831/83232695584,careers.blackrock.com,High,Yes,Yes,Company Official,BlackRock careers posting includes Riyadh among locations; 8-week internship; pre-interview assessment; deadlines.,46084,Interview stage includes pre-interview assessment (remote).; Interview mode not stated on source → set to In person (inferred) for consistency. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
23,Companies,24,1,noon,Student Internship,Internship,Riyadh,Riyadh Region,In person,3–6 months,Not stated,Apply via LinkedIn (posting may be closed),Not stated,Closed (observed 2026-03-08),AI;CIS;CS,AI;CIS;CS,Not stated,Varies by project.,Internship program; Arabic language,Not stated,Not stated.,Students currently studying or recently graduated; Arabic required; own sponsorship required (stated).,Not stated.,No,Not stated,Evaluation and feedback during program; selection steps not fully described (stated).,https://sa.linkedin.com/jobs/view/student-internship-at-noon-2649048882,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn job posting explicitly describes internship duration, evaluation, and conditional offer for Riyadh. LinkedIn shows posting age 'before 4 years' and 'No longer accepting applications' (observed 2026-03-08).",46089,Posting mentions evaluation but not interview → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass27: LinkedIn source re-check for posting age and status. | Pass28: placeholder cert note for General Program (no guessing).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
24,Companies,25,1,MOZN,Data Science Intern,Internship,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via LinkedIn (posting may be closed),Not stated,Closed (observed 2026-03-08),AI;CS,AI;CS,Artificial Intelligence;Data Science,Python; SQL; ML; PowerBI; Git; Docker.,Machine Learning; Python; SQL; Power BI; Git; Docker; Data Visualization,Docker; Git; Power BI,Not stated,B.S./M.S. in CS/Math/Stats/Engineering; Python; SQL; ML; PowerBI; Git; Docker (stated).,Not stated,No,Not stated,Not stated,https://www.linkedin.com/jobs/view/4226034502/,linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,LinkedIn job posting for MOZN Data Science Intern in Riyadh lists qualifications and responsibilities. LinkedIn shows '8 months ago' and 'No longer accepting applications' (observed 2026-03-08).,46089,Interview not stated → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. Pass26: skills normalized/deduped. Pass27: LinkedIn source re-check for posting age and status.,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,AI / Machine Learning,Data Science; Data Engineering,python; sql; machine learning; data analysis,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; statistics; pandas; visualization
25,Companies,26,1,Elm,Elm Co-op Training Program (March 2026 Intake),COOP,Riyadh,Riyadh Region,In person,4–7 months (stated),Monthly allowance (stated),Apply via Elm careers portal,Not stated,Not stated,AI;CIS;CS,AI;CIS;CS,Software Engineering,Role-dependent.,ITIL,Not stated,Not stated,COOP part of graduation requirement; GPA ≥4.0/5 or 3.2/4; English proficiency (stated).,Not stated,No,Not stated,Not stated,https://career.elm.sa/elm/job/Riyadh-Elm-Co-op-Training-Program-%28January-2026-Intake%29-Information-technology-Job/1329852857/,career.elm.sa,High,Yes,Yes,Company Official,Elm careers posting explicitly lists program benefits and requirements incl. duration and GPA and monthly allowance.,46084,Interview not stated → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
26,Companies,27,1,Yasref,Yasref Cooperative Training Program,COOP,Not stated,Not stated,In person,Not stated,Not stated,Apply via Yasref career portal,Example: 10–20 Nov 2025 (stated on page),Not stated,CIS;CS;CYS,CIS;CS;CYS,Not stated,Not stated,ITSM; Networking Fundamentals; troubleshooting; ITIL,Linux; Windows,Government ID; latest transcript; university letter with objectives & length; updated CV (stated).,Saudi students needing practical training prior to graduation; GPA thresholds by major; must not have graduated; no concurrent classes (stated).,Government ID; latest transcript; university letter with objectives & length; updated CV (stated).,No,Not stated,Not stated.,https://career.yasref.com/en/page/coop-program/,career.yasref.com,High,Yes,Yes,Company Official,"Yasref COOP program page includes eligibility, required documents, and application period.",46084,Interview not stated → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
27,Companies,28,1,"Saudi Standards, Metrology and Quality Organization (SASO)",Cooperative Training (Collaborative Training),COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Register via SASO electronic portal (stated),"Example stated for 2024 second semester (Dec 1–5, 2024)",Not stated,CIS;CS,CIS;CS,Not stated,Not stated,ITSM; Networking Fundamentals; troubleshooting; ITIL,Linux; Windows,Not stated.,Students of educational institutions; align specialization with practice (stated).,Not stated.,No,Not stated,Not stated.,https://www.saso.gov.sa/en/qualitysign/info/pages/description.aspx,saso.gov.sa,High,Yes,Yes,Government Official,SASO page explains cooperative training program and registration via electronic portal.,46084,Interview not stated → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
28,Companies,29,1,"Zakat, Tax and Customs Authority (ZATCA)",Binaa-Alkafaat Program,Graduate Program,Saudi Arabia,Saudi Arabia,In person,12 months (stated),Monthly stipend; GOSI; medical insurance; leave (stated),Apply via ZATCA program page (when open),Not stated,Not stated,AI;CIS;CS;Fintech,AI;CIS;CS;Fintech,Not stated,Not stated,GRC; ITIL,Linux; Windows,Not stated on excerpt.,"Citizen graduates with bachelor’s/master’s; specialties include AI, Information Systems/MIS and more (stated).",Not stated on excerpt.,No,Not stated,Not stated.,https://www.zatca.gov.sa/en/AboutUs/graduation-programs/Pages/Binaa-alkafaat.aspx,zatca.gov.sa,High,Yes,No,Government Official,"Official ZATCA page describes Binaa-Alkafaat non-employment training program incl. duration, benefits, and IT path.",46084,Program is graduate training (not COOP internship) → Verified_CoopIntern=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
29,Companies,30,1,Human Resources Development Fund (HRDF) – Cooperative Training Product,Cooperative Training (HRDF product),COOP,Saudi Arabia,Saudi Arabia,Not stated,Not stated,Not stated,Apply via HRDF portal (stated),Not stated,Not stated,IT,IT,Not stated,Not stated,Not stated,Not stated,Not stated.,Saudi nationality; registered on HRDF; diploma/bachelor students; COOP as graduation requirement (stated).,Not stated.,No,Not stated,No interview (service).,https://www.hrdf.org.sa/products-and-services/programs/individuals/training/cooperative-training/,hrdf.org.sa,High,Yes,No,Company Official,HRDF product page describes cooperative training support for Saudi diploma/bachelor students with COOP required for graduation.,2026-02-23,Not an employer program; it is a government product supporting COOP → Verified_CoopIntern=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,1,1,1,,,,,
