profile_id,opportunity_id,chat_message,major,city,skills,interest,program_type,work_mode,company_name,program_name,opportunity_role_cluster,opportunity_required_skills,opportunity_preferred_skills,target_score,predicted_score,absolute_error
ce-network-dhahran,39,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Saudi Food & Drug Authority (SFDA),COOP training (First semester 2025-2026 intake),Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,52.0,54.45340015262728,2.4534001526272817
de-cloud-dammam,149,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,New Murabba | المربع الجديد,New Murabba Co-op Training Program,General Computing,,,42.5,44.94570455807241,2.445704558072407
no-interview-ft,47,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Microsoft | Ru'aa Program (Riyadh),Ru'aa Program Internship (Solution Engineering),Machine Learning,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,63.5,61.054553191494094,2.4454468085059062
de-cloud-dammam,70,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Tamara,Builders Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,42.83,45.27085033714338,2.440850337143381
de-cloud-dammam,75,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Riyad Bank,Internships and Coop Trainings (CSR 2019),Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,42.83,45.27085033714338,2.440850337143381
de-cloud-dammam,69,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Arab National Bank (ANB),COOP Trainee,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,42.83,45.27085033714338,2.440850337143381
remote-only-de,141,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Saudi Payments | المدفوعات السعودية,COOP Training – August 2024,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; machine learning; data analysis; etl,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,48.5,50.93950796173223,2.4395079617322324
eastern-province-cys,45,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,NEOM | GrOW (Graduates Opportunities in Work),GrOW (Graduates Opportunities in Work),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,50.0,52.426251641827896,2.4262516418278963
ds-gpa-ielts,62,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,General Authority for Statistics (GASTAT),Cooperative Training Program,Data Analytics,,,52.33,49.93239068611179,2.3976093138882106
de-cloud-dammam,147,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,nybl,nybl Graduate Programme – Saudi Nationals (AI Bootcamp),Machine Learning,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,37.83,40.21861923211121,2.3886192321112105
cs-iau-backend,5,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Al Rajhi Bank,Cooperative Training Program,General Computing,python; apis; sql; git,docker; testing; cloud; rest apis,61.5,63.87399505741804,2.3739950574180426
ds-gpa-ielts,139,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Ericsson,Summer Interns (Ericsson Saudi),General Computing,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing,59.17,56.80435451574122,2.365645484258785
cs-iau-backend,142,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Saudi Tadawul Group | تداول,Cooperative Training Program (COOP),Software Engineering,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; typescript; ui testing,75.5,77.8471301902579,2.3471301902579
no-interview-ft,127,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Ninja نينجا,COOP Training Program,General Computing,,,41.0,38.6553077721404,2.3446922278596034
qual-ielts-intern,55,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,SAMA | SAMA Professional Program (SPP),SAMA Professional Program (SPP),General Computing,,,40.5,38.15870003637711,2.3412999636228875
no-interview-ft,76,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Tabby,Intern DevOps Engineer,DevOps,python; apis; sql; git; linux; docker,testing; cloud; rest apis; kubernetes; ci/cd; aws; azure; terraform,63.5,65.82651237930428,2.326512379304276
ds-remote-coop,31,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Ministry of Industry and Mineral Resources (MIM) – Cooperative Training Initiative,Cooperative Training Initiative,General Computing,,,20.5,18.173701574340694,2.3262984256593064
ds-gpa-ielts,57,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,IBM,"Automation, Data & AI – Intern",Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,55.67,57.99125563400026,2.3212556340002592
qual-ielts-intern,25,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Elm,Elm Co-op Training Program (March 2026 Intake),General Computing,,,44.0,41.69783687323129,2.3021631267687113
de-cloud-dammam,155,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Laverne Group | مجموعة لافيرن,Data Analyst / Data Engineer Intern (IT Department),Data Analytics,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing; statistics; pandas; visualization,59.83,57.5444639158239,2.285536084176101
cs-iau-backend,51,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Ministry of Finance (Saudi Arabia) | Cooperative Training Program,Cooperative Training Program,General Computing,,,50.5,48.243749574781496,2.2562504252185036
cs-iau-backend,61,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,KAUST,Visiting Student Research Program (VSRP) Internship,Machine Learning,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,66.5,68.75466667364724,2.254666673647236
qual-ielts-intern,13,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Bupa Arabia,Cooperative Training Program,General Computing,,,44.0,41.747903975428784,2.252096024571216
qual-ielts-intern,117,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Diriyah Company,Diriyah Co-op Training Program,General Computing,,,44.0,41.747903975428784,2.252096024571216
qual-ielts-intern,120,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Lumi | لومي,COOP Intern 2025 – Lumi,General Computing,,,44.0,41.747903975428784,2.252096024571216
remote-only-de,61,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,KAUST,Visiting Student Research Program (VSRP) Internship,Machine Learning,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,48.5,50.74786777980206,2.247867779802057
no-interview-ft,57,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,IBM,"Automation, Data & AI – Intern",Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,65.0,62.75312644223207,2.246873557767927
qual-ielts-intern,54,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Tawuniya | Tamheer Program (Fresh Graduates),Tamheer Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,51.5,49.25911143153436,2.2408885684656425
de-cloud-dammam,159,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Knodemy Inc.,AI Developer & Tech Trainer Intern - Riyadh,General Computing,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,53.83,51.59635224119452,2.233647758805475
no-interview-ft,153,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Lockheed Martin,Tamheer Space Internship (Riyadh),General Computing,,,39.5,41.73349587723329,2.2334958772332882
ds-gpa-ielts,46,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,ROSHN | COOP Trainee Program,COOP Trainee Program,General Computing,,,43.33,41.098798553641664,2.231201446358334
eastern-province-cys,78,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Tabby,Intern Frontend Engineer,Software Engineering,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,48.5,50.71617892984813,2.2161789298481267
ds-remote-coop,123,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,EjadTech - إيجاد التقنية,"Summer Internship Program 2025 (Computer, Data, and AI Majors)",Software Engineering,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing; statistics; pandas; visualization,55.83,53.61646825616515,2.2135317438348494
ce-network-dhahran,127,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Ninja نينجا,COOP Training Program,General Computing,,,41.0,43.20906878226147,2.2090687822614683
cs-iau-backend,166,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,HUMAIN,Tamheer Program (Software Engineer / Cybersecurity / MIS),Software Engineering,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; typescript; ui testing,73.5,71.29803206348204,2.20196793651796
de-cloud-dammam,161,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,AFNOYS,"AI Automation Intern - KSA (Remote, 4 weeks)",General Computing,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,52.33,54.50917868640559,2.179178686405592
de-cloud-dammam,168,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,هيئة التأمين | Insurance Authority,Tamheer Opportunity - Specialist of Information Security,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,31.5,33.66901017436986,2.169010174369859
de-cloud-dammam,108,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Gathern,Co-op Program,Software Engineering,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing; statistics; pandas; visualization,51.83,53.998638598222506,2.1686385982225076
de-cloud-dammam,85,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,TAWAL,COOP Training Program,Software Engineering,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing,51.83,53.998638598222506,2.1686385982225076
cs-iau-backend,65,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Expenditure & Projects Efficiency Authority (EXPRO),Future Makers (صنّاع المستقبل) – Cooperative Training,General Computing,,,52.5,54.667723355131145,2.1677233551311446
qual-ielts-intern,15,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Local Content and Government Procurement Authority (LCGPA),COOP Training (role posting),General Computing,,,44.0,41.83969917072572,2.160300829274277
remote-only-de,156,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Meel | ميل,"Software Developer Internship (Remote, min 2 months)",Software Engineering,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,63.5,61.35495455515138,2.14504544484862
remote-only-de,92,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,SDM,AI COOP,Machine Learning,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,51.5,49.35623361911983,2.143766380880173
cs-iau-backend,50,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,SAB (Saudi Awwal Bank) | Cooperative Training Programme (COOP),SAB Cooperative Training Programme (COOP),General Computing,python; apis; sql; git,docker; testing; cloud; rest apis,66.5,64.35782100081859,2.142178999181411
qual-ielts-intern,81,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Bank Albilad,Cooperative Training Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,53.67,51.5417069156495,2.128293084350503
eastern-province-cys,128,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,SCAI | سكاي,CO-OP Training Opportunities (Intern),Software Engineering,networking; linux; security fundamentals; cybersecurity fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,72.5,70.39623506067171,2.1037649393282862
ds-gpa-ielts,6,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Capital Market Authority (CMA),COOP Program,General Computing,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,44.67,42.578232174449695,2.0917678255503063
ce-network-dhahran,130,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Aon,IT Co-op Trainee 2026,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,62.0,59.91387430805401,2.0861256919459876
ce-network-dhahran,131,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Hewlett Packard Enterprise (HPE),College Intern (Coop),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,62.0,59.91387430805401,2.0861256919459876
remote-only-de,135,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Golf Saudi,IT Co-op Trainee,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing,48.5,50.58128990775172,2.0812899077517173
ds-scientist-jeddah,108,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Gathern,Co-op Program,Software Engineering,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing; statistics; pandas; visualization,62.83,60.74929380615775,2.0807061938422464
de-cloud-dammam,1,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Saudi Aramco,University Internship Program (UIP),General Computing,,,40.5,42.55652129470749,2.056521294707487
cs-iau-backend,150,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Boeing Saudi Arabia Limited,Intern - Info Technology & Data Analytics (Riyadh),Data Analytics,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing; statistics; pandas; visualization,81.0,78.95676109459829,2.043238905401708
de-cloud-dammam,21,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Google (Saudi Arabia),Google Careers (Saudi location filter),General Computing,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,39.0,41.03980209049856,2.0398020904985614
ce-network-dhahran,8,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,KPMG Saudi Arabia,COOP & Internship Programs,General Computing,,,45.0,47.033995958584136,2.0339959585841356
qual-ielts-intern,42,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,The Saudi National Bank (SNB),SNB Rowad Program,General Computing,python; apis; sql; git,docker; testing; cloud; rest apis,48.67,46.63973544670184,2.03026455329816
de-cloud-dammam,122,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,moneymoon,Tech & AI Co-op Program 2025,SOC Operations,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,53.83,55.85642600462356,2.026426004623559
ds-gpa-ielts,71,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,OmniOps,Co‑op Training Program,Data Science,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; statistics; pandas; visualization,53.67,55.66447736189514,1.994477361895136
eastern-province-cys,154,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Markaba | مركبة,Start-up Software Intern – TAMHEER (Saudi nationals only),General Computing,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,45.0,46.98892432747309,1.988924327473093
de-cloud-dammam,140,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Bosch Middle East,Software Development Intern (AI/Cloud),Data Science,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react; docker,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; testing; cloud; rest apis; typescript; ui testing; kubernetes; ci/cd; aws; azure; terraform; statistics; pandas; visualization,56.5,58.48455934008931,1.9845593400893122
ds-scientist-jeddah,70,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Tamara,Builders Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,55.33,53.34798030055459,1.9820196994454093
ds-scientist-jeddah,69,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Arab National Bank (ANB),COOP Trainee,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,55.33,53.34798030055459,1.9820196994454093
de-cloud-dammam,170,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,2P Perfect Presentation,Data Analyst (Tamheer),Data Analytics,python; sql; data analysis,machine learning; statistics; pandas; visualization,45.33,43.353444823800544,1.9765551761994544
no-interview-ft,148,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Procter & Gamble (P&G),P&G LEADgen Internship Program 2026 (Riyadh),General Computing,,,49.5,51.474020382180754,1.974020382180754
no-interview-ft,125,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Tamkeen Technologies,On the Job Training (Internship Program) — Technology field,General Computing,,,49.5,51.474020382180754,1.974020382180754
eastern-province-cys,57,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,IBM,"Automation, Data & AI – Intern",Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,63.5,65.47384821787702,1.9738482178770198
remote-only-de,113,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,AILA,Co-op Training Programme,General Computing,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,58.5,56.53183828795868,1.9681617120413222
ds-gpa-ielts,70,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Tamara,Builders Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,44.67,46.63110315022711,1.9611031502271103
ds-gpa-ielts,69,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Arab National Bank (ANB),COOP Trainee,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,44.67,46.63110315022711,1.9611031502271103
qual-ielts-intern,30,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,EXPRO,COOP Training (Future Makers Program),General Computing,,,44.0,42.040676494605705,1.9593235053942948
qual-ielts-intern,7,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Digital Government Authority (DGA),Maidan Cooperative Training Program,General Computing,,,44.0,42.040676494605705,1.9593235053942948
qual-ielts-intern,18,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Bain & Company,COOP Training Program (Riyadh),General Computing,,,44.0,42.040676494605705,1.9593235053942948
qual-ielts-intern,118,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Riyadh Air,Co-op – Riyadh Air,General Computing,,,44.0,42.04380014877731,1.9561998512226921
ce-network-dhahran,72,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Tatweer Educational Technologies (TETCO),Cooperative Training Program,Software Engineering,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; typescript; ui testing,62.0,63.94808110477679,1.94808110477679
de-cloud-dammam,157,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Nahdi Medical Co.,IT Internship / COOP Program (6 months),General Computing,,,43.0,44.94570455807241,1.945704558072407
de-cloud-dammam,78,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Tabby,Intern Frontend Engineer,Software Engineering,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,51.83,49.88443555177796,1.9455644482220364
de-cloud-dammam,72,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Tatweer Educational Technologies (TETCO),Cooperative Training Program,Software Engineering,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; typescript; ui testing,51.83,53.755230845912905,1.9252308459129068
